#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_hualien;Hualien;Hualien;Hualien;;Hualien;;;;;;;;;x
c_hualien_adj;Hualienian;;hualiener;;;;;;;;;;;x
c_kaohsiung;Kaohsiung;Kaohsiung;Kaohsiung;;Kaohsiung;;;;;;;;;x
c_kaohsiung_adj;Kaohsiungian;;kaohsiunger;;;;;;;;;;;x
c_nantou;Nantou;Nantou;Nantou;;Nantou;;;;;;;;;x
c_nantou_adj;Nantian;;nanter;;;;;;;;;;;x
c_taichung;Taichung;Taichung;Taichung;;Taichung;;;;;;;;;x
c_taichung_adj;Taichungian;;taichunger;;;;;;;;;;;x
c_tainan;Tainan;Tainan;Tainan;;Tainan;;;;;;;;;x
c_tainan_adj;Tainanian;;tainaner;;;;;;;;;;;x
c_taipei;Taipei;Taipei;Taipei;;Taipei;;;;;;;;;x
c_taipei_adj;Taipian;;taiper;;;;;;;;;;;x
c_taitung;Taitung;Taitung;Taitung;;Taitung;;;;;;;;;x
c_taitung_adj;Taitungian;;taitunger;;;;;;;;;;;x
c_taoyuan;Taoyuan;Taoyuan;Taoyuan;;Taoyuan;;;;;;;;;x
c_taoyuan_adj;Taoyuanian;;taoyuaner;;;;;;;;;;;x
c_touyuan;Touyuan;Touyuan;Touyuan;;Touyuan;;;;;;;;;x
c_touyuan_adj;Touyuanian;;touyuaner;;;;;;;;;;;x
c_yilan;Yilan;Yilan;Yilan;;Yilan;;;;;;;;;x
c_yilan_adj;Yilanian;;yilaner;;;;;;;;;;;x
c_yunlin;Yunlin;Yunlin;Yunlin;;Yunlin;;;;;;;;;x
c_yunlin_adj;Yunlinian;;yunliner;;;;;;;;;;;x
