###########Australian Decisions and Events###########
TXT_change_mateship_branch;You can permanently change your Mateship Faction.;;;;;;;;;;;;;x
EVTDESC_mateship1;The time has come for you to choose your faction amongst the Commonwealth Citizens. Which one will you choose?;;;;;;;;;;;;;x
EVTOPTA_mateship1;I shall join in Solidarity with my mates.;;;;;;;;;;;;;x
EVTOPTB_mateship1;In the name of Fairness I shall join my mates.;;;;;;;;;;;;;x
EVTOPTC_mateship1;I shall pledge Loyalty in the name of my mates.;;;;;;;;;;;;;x
EVTOPTD_mateship1;There are other factions...;;;;;;;;;;;;;x
EVTDESC_mateship2;The time has come for you to choose your faction amongst the Commonwealth Citizens. Which one will you choose?;;;;;;;;;;;;;x
EVTOPTA_mateship2;I shall raise the blade to defend my mates.;;;;;;;;;;;;;x
EVTOPTB_mateship2;I shall seek Freedom with my mates.;;;;;;;;;;;;;x
EVTOPTC_mateship2;There are other factions...;;;;;;;;;;;;;x
