###########Opinion Modifiers###########
buddhist_group_opinion;[buddhist_group.GetGroupName] Opinion;;;;;;;;;;;;;x
buddhist_group_opinion_EXPLANATION; ([buddhist_group.GetGroupName] Opinion);;;;;;;;;;;;;x
cao_dai_opinion;[cao_dai.GetName] Opinion;;;;;;;;;;;;;x
cao_dai_opinion_EXPLANATION; ([cao_dai.GetName] Opinion);;;;;;;;;;;;;x
christian_opinion;[christian.GetGroupName] Opinion;;;;;;;;;;;;;x
christian_opinion_EXPLANATION; ([christian.GetGroupName] Opinion);;;;;;;;;;;;;x
eastern_opinion;[eastern.GetGroupName] Opinion;;;;;;;;;;;;;x
eastern_opinion_EXPLANATION; ([eastern.GetGroupName] Opinion);;;;;;;;;;;;;x
quinto_opinion;[quinto.GetName]Opinion;;;;;;;;;;;;;x
quinto_opinion_EXPLANATION; ([quinto.GetName] Opinion);;;;;;;;;;;;;x
unificationist_opinion;[unificationist.GetName] Opinion;;;;;;;;;;;;;x
unificationist_opinion_EXPLANATION; ([unificationist.GetName] Opinion);;;;;;;;;;;;;x
jibenyuanze_opinion;[jibenyuanze.GetName] Opinion;;;;;;;;;;;;;x
jibenyuanze_opinion_EXPLANATION; ([jibenyuanze.GetName] Opinion);;;;;;;;;;;;;x
ruist_opinion;[ruist.GetName] Opinion;;;;;;;;;;;;;x
ruist_opinion_EXPLANATION; ([ruist.GetName] Opinion);;;;;;;;;;;;;x
concordanist_opinion;[concordanist.GetName] Opinion;;;;;;;;;;;;;x
concordanist_opinion_EXPLANATION; ([concordanist.GetName] Opinion);;;;;;;;;;;;;x
rime_opinion;[rime.GetName] Opinion;;;;;;;;;;;;;x
rime_opinion_EXPLANATION; ([rime.GetName] Opinion);;;;;;;;;;;;;x
viet_opinion;[viet.GetGroupName] Opinion;;;;;;;;;;;;;x
viet_opinion_EXPLANATION; ([viet.GetGroupName] Opinion);;;;;;;;;;;;;x
manchu_opinion;[manchu.GetName] Opinion;;;;;;;;;;;;;x
manchu_opinion_EXPLANATION; ([manchu.GetName] Opinion);;;;;;;;;;;;;x
han_opinion;[han.GetGroupName] Opinion;;;;;;;;;;;;;x
han_opinion_EXPLANATION; ([han.GetGroupName] Opinion);;;;;;;;;;;;;x
tamil_opinion;[tamil.GetName] Opinion;;;;;;;;;;;;;x
tamil_opinion_EXPLANATION; ([tamil.GetName] Opinion);;;;;;;;;;;;;x
japonic_opinion;[japonic.GetGroupName] Opinion;;;;;;;;;;;;;x
japonic_opinion_EXPLANATION; ([japonic.GetGroupName] Opinion);;;;;;;;;;;;;x
tibetan_opinion;[tibetan.GetGroupName] Opinion;;;;;;;;;;;;;x
tibetan_opinion_EXPLANATION; ([tibetan.GetGroupName] Opinion);;;;;;;;;;;;;x
dayak_opinion;[dayak.GetGroupName] Opinion;;;;;;;;;;;;;x
dayak_opinion_EXPLANATION; ([dayak.GetGroupName] Opinion);;;;;;;;;;;;;x
nusantaran_opinion;[nusantaran.GetGroupName] Opinion;;;;;;;;;;;;;x
nusantaran_opinion_EXPLANATION; ([nusantaran.GetGroupName] Opinion);;;;;;;;;;;;;x
sulawesi_opinion;[sulawesi.GetGroupName] Opinion;;;;;;;;;;;;;x
sulawesi_opinion_EXPLANATION; ([sulawesi.GetGroupName] Opinion);;;;;;;;;;;;;x
timor_opinion;[timor.GetGroupName] Opinion;;;;;;;;;;;;;x
timor_opinion_EXPLANATION; ([timor.GetGroupName] Opinion);;;;;;;;;;;;;x
ozzi_opinion;[ozzi.GetGroupName] Opinion;;;;;;;;;;;;;x
ozzi_opinion_EXPLANATION;([ozzi.GetGroupName] Opinion);;;;;;;;;;;;;x
opinion_of_buddhist_group;Opinion of [buddhist_group.GetGroupName];;;;;;;;;;;;;x
opinion_of_buddhist_group_EXPLANATION;; (Opinion of [buddhist_group.GetGroupName]);;;;;;;;;;;;;x
opinion_of_christian;Opinion of [christian.GetGroupName];;;;;;;;;;;;;x
opinion_of_christian_EXPLANATION;; (Opinion of [christian.GetGroupName]);;;;;;;;;;;;;x
opinion_restored_to_tay_ninh; Restored [d_cao_dai_papacy.GetName] Opinion;;;;;;;;;;;;;x
opinion_restored_to_tay_ninh_EXPLANATION;  (Restored [d_cao_dai_papacy.GetName] Opinion);;;;;;;;;;;;;x
philippine_opinion;[philippine.GetGroupName] Opinion;;;;;;;;;;;;;x
philippine_opinion_opinion_EXPLANATION; ([philippine.GetGroupName] Opinion);;;;;;;;;;;;;x
faqih_opinion;Faqih Opinion;;;;;;;;;;;;;x
COMPL_UNBENDING;Unwilling;;;;;;;;;;;;;x
