#CODE;ENGLISH;;;;;;;;;;;;;x
b_aalo;Aalo;;;;;;;;;;;;;x
b_abaga;Abaga;;;;;;;;;;;;;x
b_abaga_2;Abaga;;;;;;;;;;;;;x
b_abakan;Abakan;;;;;;;;;;;;;x
b_abake;Abake;;;;;;;;;;;;;x
b_abalakovo;Abalakovo;;;;;;;;;;;;;x
b_abang;Abang;;;;;;;;;;;;;x
b_abashiri;Abashiri;;;;;;;;;;;;;x
b_abau;Abau;;;;;;;;;;;;;x
b_abaza;Abaza;;;;;;;;;;;;;x
b_abira;Abira;;;;;;;;;;;;;x
b_aboge;Aboge;;;;;;;;;;;;;x
b_aborlan;Aborlan;;;;;;;;;;;;;x
b_abra_de_ilog;Abra de Ilog;;;;;;;;;;;;;x
b_abramovka;Abramovka;;;;;;;;;;;;;x
b_abuki;Abuki;;;;;;;;;;;;;x
b_abung;Abung;;;;;;;;;;;;;x
b_abuyog;Abuyog;;;;;;;;;;;;;x
b_acha;Acha;;;;;;;;;;;;;x
b_achaivayam;Achaivayam;;;;;;;;;;;;;x
b_achal;Achal;;;;;;;;;;;;;x
b_ache;Ache;;;;;;;;;;;;;x
b_acheng;Acheng;;;;;;;;;;;;;x
b_achinsk;Achinsk;;;;;;;;;;;;;x
b_adaatsag;Adaatsag;;;;;;;;;;;;;x
b_adang;Adang;;;;;;;;;;;;;x
b_adaut;Adaut;;;;;;;;;;;;;x
b_ado_tymovo;Ado-Tymovo;;;;;;;;;;;;;x
b_aduo;Aduo;;;;;;;;;;;;;x
b_adyr_kezhig;Adyr-Kezhig;;;;;;;;;;;;;x
b_aek_kanopan;Aek Kanopan;;;;;;;;;;;;;x
b_aek_kuasan;Aek Kuasan;;;;;;;;;;;;;x
b_aek_phnom;Aek Phnom;;;;;;;;;;;;;x
b_aeweol;Aeweol;;;;;;;;;;;;;x
b_afra_bay;Afra Bay;;;;;;;;;;;;;x
b_aga;Aga;;;;;;;;;;;;;x
b_aga_khangil;Aga-Khangil;;;;;;;;;;;;;x
b_agano;Agano;;;;;;;;;;;;;x
b_agartala;Agartala;;;;;;;;;;;;;x
b_agat;Agat;;;;;;;;;;;;;x
b_agats;Agats;;;;;;;;;;;;;x
b_aginskoye;Aginskoye;;;;;;;;;;;;;x
b_aglipay;Aglipay;;;;;;;;;;;;;x
b_agoo;Agoo;;;;;;;;;;;;;x
b_agrihan;Agrihan;;;;;;;;;;;;;x
b_agu;Agu;;;;;;;;;;;;;x
b_aguinaldo;Aguinaldo;;;;;;;;;;;;;x
b_aguru;Aguru;;;;;;;;;;;;;x
b_agutaya;Agutaya;;;;;;;;;;;;;x
b_ah_hlaw;Ah-Hlaw;;;;;;;;;;;;;x
b_ai_nghia;Ái Nghia;;;;;;;;;;;;;x
b_ai_tu;Ái Tu;;;;;;;;;;;;;x
b_aidian;Aidian;;;;;;;;;;;;;x
b_aigun;Aigun;;;;;;;;;;;;;x
b_aihua;Aihua;;;;;;;;;;;;;x
b_aihui;Aihui;;;;;;;;;;;;;x
b_aikawa;Aikawa;;;;;;;;;;;;;x
b_aikmel;Aikmel;;;;;;;;;;;;;x
b_aikou;Aikou;;;;;;;;;;;;;x
b_ailanmubage;Ailanmubage;;;;;;;;;;;;;x
b_aileu;Aileu;;;;;;;;;;;;;x
b_aimas;Aimas;;;;;;;;;;;;;x
b_aimelik;Aimelik;;;;;;;;;;;;;x
b_aimere;Aimere;;;;;;;;;;;;;x
b_aimin;Aimin;;;;;;;;;;;;;x
b_ainaru;Ainaru;;;;;;;;;;;;;x
b_aingdaing;Aingdaing;;;;;;;;;;;;;x
b_aioi;Aioi;;;;;;;;;;;;;x
b_air_buaya;Air Buaya;;;;;;;;;;;;;x
b_air_gegas;Air Gegas;;;;;;;;;;;;;x
b_air_joman;Air Joman;;;;;;;;;;;;;x
b_air_molek;Air Molek;;;;;;;;;;;;;x
b_air_putih;Air Putih;;;;;;;;;;;;;x
b_air_rami;Air Rami;;;;;;;;;;;;;x
b_air_ternate;Air Ternate;;;;;;;;;;;;;x
b_air_tiris;Air Tiris;;;;;;;;;;;;;x
b_aira;Aira;;;;;;;;;;;;;x
b_airag;Airag;;;;;;;;;;;;;x
